formula,T(K),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,pred_k(W/mK)
BaSnS3,900,Ba1 Sn1 S3,16.0,56.0,40.0,30.8,17.76,16.0,9.0,88.0,79.0,70.6,24.640000000000004,88.0,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000.0,611.64,534.0319999999999,186.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,6.0,3.0,4.0,1.2,3.0,105.0,215.0,110.0,133.8,34.56,105.0,0.89,2.58,1.69,2.118,0.5544,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,63.59,37.80312500000001,34.847125,11.49715,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.0,55.2,70.0,1.4349954
SrSnS3,750,Sr1 Sn1 S3,16.0,50.0,34.0,27.2,13.439999999999998,16.0,8.0,88.0,80.0,70.4,24.96,88.0,32.065,118.71,86.645,60.505,34.128,32.065,388.36,1050.0,661.64,544.0319999999999,202.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,195.0,90.0,129.8,29.76,105.0,0.95,2.58,1.63,2.13,0.54,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,54.23,28.443125,32.975125,8.625899999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,115.2,54.24000000000001,70.0,1.2395078
SrSnS3,825,Sr1 Sn1 S3,16.0,50.0,34.0,27.2,13.439999999999998,16.0,8.0,88.0,80.0,70.4,24.96,88.0,32.065,118.71,86.645,60.505,34.128,32.065,388.36,1050.0,661.64,544.0319999999999,202.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,195.0,90.0,129.8,29.76,105.0,0.95,2.58,1.63,2.13,0.54,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,54.23,28.443125,32.975125,8.625899999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,115.2,54.24000000000001,70.0,1.2509589
Ga2I2S2,350,Ga2 I2 S2,16.0,53.0,37.0,33.333333333333336,13.111111111111112,16.0,74.0,96.0,22.0,86.0,8.0,74.0,32.065,126.90447,94.83947,76.23082333333333,33.78243111111112,32.065,302.91,388.36,85.44999999999999,359.3733333333333,37.64222222222224,302.91,13.0,17.0,4.0,15.333333333333334,1.5555555555555554,13.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,105.0,139.0,34.0,122.0,11.333333333333334,105.0,1.81,2.66,0.8500000000000001,2.35,0.36,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.333333333333333,1.5555555555555554,1.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,18.8575,43.015,24.1575,29.219791666666666,9.196805555555557,18.8575,0.0,2.202,2.202,1.088,0.7426666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,6.0,66.0,2.6666666666666665,64.0,2.1752512
Ga2I2S2,650,Ga2 I2 S2,16.0,53.0,37.0,33.333333333333336,13.111111111111112,16.0,74.0,96.0,22.0,86.0,8.0,74.0,32.065,126.90447,94.83947,76.23082333333333,33.78243111111112,32.065,302.91,388.36,85.44999999999999,359.3733333333333,37.64222222222224,302.91,13.0,17.0,4.0,15.333333333333334,1.5555555555555554,13.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,105.0,139.0,34.0,122.0,11.333333333333334,105.0,1.81,2.66,0.8500000000000001,2.35,0.36,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.333333333333333,1.5555555555555554,1.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,18.8575,43.015,24.1575,29.219791666666666,9.196805555555557,18.8575,0.0,2.202,2.202,1.088,0.7426666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,6.0,66.0,2.6666666666666665,64.0,1.6827085
Ga2I2S2,700,Ga2 I2 S2,16.0,53.0,37.0,33.333333333333336,13.111111111111112,16.0,74.0,96.0,22.0,86.0,8.0,74.0,32.065,126.90447,94.83947,76.23082333333333,33.78243111111112,32.065,302.91,388.36,85.44999999999999,359.3733333333333,37.64222222222224,302.91,13.0,17.0,4.0,15.333333333333334,1.5555555555555554,13.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,105.0,139.0,34.0,122.0,11.333333333333334,105.0,1.81,2.66,0.8500000000000001,2.35,0.36,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.333333333333333,1.5555555555555554,1.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,18.8575,43.015,24.1575,29.219791666666666,9.196805555555557,18.8575,0.0,2.202,2.202,1.088,0.7426666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,6.0,66.0,2.6666666666666665,64.0,1.4457201
Cu0.99Ga0.99Te1.98Cd0.01Cl0.02,400,Cu0.99 Ga0.99 Te1.98 Cd0.01 Cl0.02,17.0,52.0,35.0,40.89724310776943,11.054880308540776,52.0,64.0,94.0,30.0,79.54887218045113,10.517421372981326,90.0,35.453,127.6,92.147,96.84648621553885,30.60030197046501,127.6,171.6,1357.77,1186.17,773.0110776942355,290.1811193397027,722.66,11.0,17.0,6.0,14.01002506265664,2.0049874058580035,16.0,3.0,5.0,2.0,4.4937343358396,0.5049968279093725,5.0,102.0,144.0,42.0,132.37593984962407,5.640039949497805,138.0,1.69,3.16,1.4700000000000002,1.9827067669172933,0.1282137675014604,2.1,1.0,2.0,1.0,1.7518796992481205,0.3731132342133529,2.0,0.0,5.0,5.0,2.2581453634085213,1.756245249715768,4.0,0.0,10.0,10.0,9.949874686716791,0.0997481171600669,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,13.959899749373433,2.024761150997795,16.0,0.0,1.0,1.0,0.2481203007518797,0.3731132342133529,0.0,0.0,5.0,5.0,2.238095238095238,1.3705692803437164,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.486215538847118,1.2474419130533103,2.0,11.07,34.7633333333,23.6933333333,24.848251879682707,9.840531969003628,34.7633333333,0.0,2.493,2.493,0.2427518796992481,0.2421434789982475,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,147.9423558897243,42.49713255570003,152.0,3.4821584
PbBi2Te4,800,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,1.1008652
Ga2I2S2,750,Ga2 I2 S2,16.0,53.0,37.0,33.333333333333336,13.111111111111112,16.0,74.0,96.0,22.0,86.0,8.0,74.0,32.065,126.90447,94.83947,76.23082333333333,33.78243111111112,32.065,302.91,388.36,85.44999999999999,359.3733333333333,37.64222222222224,302.91,13.0,17.0,4.0,15.333333333333334,1.5555555555555554,13.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,105.0,139.0,34.0,122.0,11.333333333333334,105.0,1.81,2.66,0.8500000000000001,2.35,0.36,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.333333333333333,1.5555555555555554,1.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,18.8575,43.015,24.1575,29.219791666666666,9.196805555555557,18.8575,0.0,2.202,2.202,1.088,0.7426666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,6.0,66.0,2.6666666666666665,64.0,1.4457201
Ga2I2S2,800,Ga2 I2 S2,16.0,53.0,37.0,33.333333333333336,13.111111111111112,16.0,74.0,96.0,22.0,86.0,8.0,74.0,32.065,126.90447,94.83947,76.23082333333333,33.78243111111112,32.065,302.91,388.36,85.44999999999999,359.3733333333333,37.64222222222224,302.91,13.0,17.0,4.0,15.333333333333334,1.5555555555555554,13.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,105.0,139.0,34.0,122.0,11.333333333333334,105.0,1.81,2.66,0.8500000000000001,2.35,0.36,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.333333333333333,1.5555555555555554,1.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6666666666666665,1.5555555555555554,1.0,18.8575,43.015,24.1575,29.219791666666666,9.196805555555557,18.8575,0.0,2.202,2.202,1.088,0.7426666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,6.0,66.0,2.6666666666666665,64.0,1.4253826
SnBi2Te4,500,Sn1 Bi2 Te4,50.0,83.0,33.0,60.57142857142857,12.816326530612244,52.0,80.0,90.0,10.0,87.42857142857143,2.9387755102040813,90.0,118.71,208.9804,90.2704,149.58154285714286,33.94220408163266,127.6,505.08,722.66,217.58,640.6457142857142,93.73061224489796,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.285714285714286,0.4081632653061224,5.0,138.0,148.0,10.0,141.0,4.0,138.0,1.96,2.1,0.1400000000000001,2.0571428571428574,0.0489795918367347,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,4.0,5.714285714285714,0.0,14.0,29.0,15.0,19.428571428571427,5.46938775510204,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,32.95,34.7633333333,1.813333333299994,34.03404761902857,0.8334693877387735,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,110.42857142857144,56.24489795918368,152.0,0.75307316
PbSb2Te4,300,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,2.3495688
PbSb2Te4,350,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,2.3495688
PbSb2Te4,600,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.2128577
PbSb2Te4,650,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.2128577
PbSb2Te4,450,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.3731648
PbSb2Te4,700,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0873264
